"設置位置ID","オーダーID","セクタ管理番号","ベンダー","ANT_NO","Transmitter_Name","RAN種別","BBT_CODE_加入DFGC","作業番号","帯域","BAND","BBU_sys","GPSフラグ"
"QU-00610_1","R001942924","QU-00610_00001","","1","QI_L34G福岡福津市（仮）_1","3.4G","87-080","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00610_1","R001942924","QU-00610_00001","","1","QI_N34G福岡福津市（仮）_1","3.4G","87-080","","40MHz","3.4GHz-NR","","0"
"QU-00612_1","R001942916","QU-00612_00001","","1","QI_L34G福岡福津市第３（仮）_1","3.4G","87-080","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00612_1","R001942916","QU-00612_00001","","1","QI_N34G福岡福津市第３（仮）_1","3.4G","87-080","","40MHz","3.4GHz-NR","","0"
"QU-00613_1","R001942951","QU-00613_00001","","1","QI_L34G福岡福津市第５（仮）_1","3.4G","87-080","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00613_1","R001942951","QU-00613_00001","","1","QI_N34G福岡福津市第５（仮）_1","3.4G","87-080","","40MHz","3.4GHz-NR","","0"
"QU-00635_1","R001823083","QU-00635_00001","NOKIA","1","QI_L34G北九州熊本_1","3.4G","87-011","6401040","20MHz+20MHz","3.4GHz-LTE","N0061","0"
"QU-00635_1","R001823083","QU-00635_00001","","1","QI_N34G北九州熊本_1","3.4G","87-011","","40MHz","3.4GHz-NR","","0"
"QU-00639_1","R001823086","QU-00639_00001","NOKIA","1","QI_L34G北九州馬借Ｂ_1","3.4G","87-011","6401040","20MHz+20MHz","3.4GHz-LTE","N0061","0"
"QU-00639_1","R001823086","QU-00639_00001","","1","QI_N34G北九州馬借Ｂ_1","3.4G","87-011","","40MHz","3.4GHz-NR","","0"
"QU-00702_1","R001943502","QU-00702_00001","","1","QI_N34G鹿児島鹿児島市第１６１（仮）_1","3.4G","84-006","","40MHz","3.4GHz-NR","","0"
"QU-00704_1","R001943507","QU-00704_00001","","1","QI_N34G鹿児島鹿児島市第１９０（仮）_1","3.4G","84-011","","40MHz","3.4GHz-NR","","0"
"QU-00711_1","R001823091","QU-00711_00001","NOKIA","1","QI_L34G鹿児島下荒田Ｇ_1","3.4G","84-002","6377349","20MHz+20MHz","3.4GHz-LTE","N0142","0"
"QU-00711_1","R001823091","QU-00711_00001","","1","QI_N34G鹿児島下荒田Ｇ_1","3.4G","84-002","","40MHz","3.4GHz-NR","","0"
"QU-00713_1","R001943495","QU-00713_00001","","1","QI_N34G鹿児島鹿児島市第１００（仮）_1","3.4G","84-011","","40MHz","3.4GHz-NR","","0"
"QU-00720_1","R001943486","QU-00720_00001","","1","QI_N34G鹿児島鹿児島市第４１（仮）_1","3.4G","84-011","","40MHz","3.4GHz-NR","","0"
"QU-00730_1","R001943326","QU-00730_00001","","1","QI_N34G大分大分市第８８（仮）_1","3.4G","85-014","","40MHz","3.4GHz-NR","","0"
"QU-00747_1","R001943185","QU-00747_00001","","1","QI_L34G長崎長崎市第５４（仮）_1","3.4G","86-009","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00747_1","R001943185","QU-00747_00001","","1","QI_N34G長崎長崎市第５４（仮）_1","3.4G","86-009","","40MHz","3.4GHz-NR","","0"
"QU-00750_1","R001943203","QU-00750_00001","","1","QI_L34G長崎長崎市第１３４（仮）_1","3.4G","86-009","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00750_1","R001943203","QU-00750_00001","","1","QI_N34G長崎長崎市第１３４（仮）_1","3.4G","86-009","","40MHz","3.4GHz-NR","","0"
"QU-00802_1","R001823113","QU-00802_00001","","1","QI_N34G福岡西新Ｂ_1","3.4G","87-040","","40MHz","3.4GHz-NR","","0"
"QU-00802_1","R001823113","QU-00802_00001","NOKIA","1","QI_L34G福岡西新Ｂ_1","3.4G","87-040","6377384","20MHz+20MHz","3.4GHz-LTE","N0071","0"
"QU-00911_1","R001943039","QU-00911_00001","NOKIA","1","QI_L34G福岡北九州市門司区第３５（仮）_1","3.4G","87-002","6379279","20MHz+20MHz","3.4GHz-LTE","N0021","0"
"QU-00911_1","R001943039","QU-00911_00001","","1","QI_N34G福岡北九州市門司区第３５（仮）_1","3.4G","87-002","","40MHz","3.4GHz-NR","","0"
"QU-00973_1","R001795471","QU-00973_00001","NOKIA","1","QI_L34G福岡市中央区鳥飼01W_1","3.4G","87-031","6401028","20MHz+20MHz","3.4GHz-LTE","N0202","0"
"QU-00973_1","R001795471","QU-00973_00001","","1","QI_N34G福岡市中央区鳥飼01W_1","3.4G","87-031","","40MHz","3.4GHz-NR","","0"
"QU-00973_1","R001795471","QU-00973_00002","NOKIA","2","QI_L34G福岡市中央区鳥飼01W_2","3.4G","87-031","6401028","20MHz+20MHz","3.4GHz-LTE","N0202","0"
"QU-00973_1","R001795471","QU-00973_00002","","2","QI_N34G福岡市中央区鳥飼01W_2","3.4G","87-031","","40MHz","3.4GHz-NR","","0"
"QU-00976_1","R001795463","QU-00976_00001","NOKIA","1","QI_L34G福岡薬院_1","3.4G","87-032","6377327","20MHz+20MHz","3.4GHz-LTE","N0022","0"
"QU-00976_1","R001795463","QU-00976_00001","","1","QI_N34G福岡薬院_1","3.4G","87-032","","40MHz","3.4GHz-NR","","0"
"QU-00976_1","R001795463","QU-00976_00002","NOKIA","2","QI_L34G福岡薬院_2","3.4G","87-032","6377327","20MHz+20MHz","3.4GHz-LTE","N0022","0"
"QU-00976_1","R001795463","QU-00976_00002","","2","QI_N34G福岡薬院_2","3.4G","87-032","","40MHz","3.4GHz-NR","","0"
"QU-00976_1","R001795463","QU-00976_00003","NOKIA","3","QI_L34G福岡薬院_3","3.4G","87-032","6377327","20MHz+20MHz","3.4GHz-LTE","N0022","0"
"QU-00976_1","R001795463","QU-00976_00003","","3","QI_N34G福岡薬院_3","3.4G","87-032","","40MHz","3.4GHz-NR","","0"
"QU-01155_1","R001917003","QU-01155_00001","NOKIA","1","QI_L34G福岡地行Ｄ_1","3.4G","87-031","6401028","20MHz+20MHz","3.4GHz-LTE","N0202","0"
"QU-01155_1","R001917003","QU-01155_00001","","1","QI_N34G福岡地行Ｄ_1","3.4G","87-031","","40MHz","3.4GHz-NR","","0"
"QU-01166_1","R001929516","QU-01166_00001","NOKIA","1","QI_L34G福岡曙_1","3.4G","87-040","6377387","20MHz+20MHz","3.4GHz-LTE","N0082","0"
"QU-01166_1","R001929516","QU-01166_00001","","1","QI_N34G福岡曙_1","3.4G","87-040","","40MHz","3.4GHz-NR","","0"
"QU-01575_1","R001943538","QU-01575_00001","","1","QI_L34GＥＭ福岡高砂_FY21_Pre5G_1","3.4G","87-032","6401285","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-01575_1","R001943538","QU-01575_00001","","1","QI_N34G福岡高砂_1","3.4G","87-032","","40MHz","3.4GHz-NR","","0"
"QU-01575_1","R001943538","QU-01575_00002","","2","QI_L34GＥＭ福岡高砂_FY21_Pre5G_2","3.4G","87-032","6401285","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-01575_1","R001943538","QU-01575_00002","","2","QI_N34G福岡高砂_2","3.4G","87-032","","40MHz","3.4GHz-NR","","0"
"QU-01575_1","R001943538","QU-01575_00003","","3","QI_N34G福岡高砂_3","3.4G","87-032","","40MHz","3.4GHz-NR","","0"
"QU-01575_1","R001943538","QU-01575_00003","","3","QI_L34GＥＭ福岡高砂_FY21_Pre5G_3","3.4G","87-032","6401285","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-01751_1","R001968448","QU-01751_00001","","1","QI_N34G中間太賀１丁目(仮)_1","3.4G","87-061","","40MHz","3.4GHz-NR","","0"
"QU-01751_1","R001968448","QU-01751_00002","","2","QI_N34G中間太賀１丁目_FY21_NR_2","3.4G","87-061","","40MHz","3.4GHz-NR","","0"
"QU-01751_1","R001968448","QU-01751_00003","","3","QI_N34G中間太賀１丁目_FY21_NR_3","3.4G","87-061","","40MHz","3.4GHz-NR","","0"
"QU-01753_1","R001968450","QU-01753_00001","","1","QI_N34G久留米日ノ出町(仮)_1","3.4G","87-044","","40MHz","3.4GHz-NR","","0"
"QU-01753_1","R001968450","QU-01753_00002","","2","QI_N34G久留米日ノ出町(仮)_2","3.4G","87-044","","40MHz","3.4GHz-NR","","0"
"QU-01753_1","R001968450","QU-01753_00003","","3","QI_N34G久留米日ノ出町(仮)_3","3.4G","87-044","","40MHz","3.4GHz-NR","","0"
"QU-01754_1","R001968451","QU-01754_00001","","1","QI_N34G八幡下畑町(仮)_1","3.4G","87-021","","40MHz","3.4GHz-NR","","0"
"QU-01754_1","R001968451","QU-01754_00002","","2","QI_N34G八幡下畑町_FY21_NR_2","3.4G","87-021","","40MHz","3.4GHz-NR","","0"
"QU-01754_1","R001968451","QU-01754_00003","","3","QI_N34G八幡下畑町_FY21_NR_3","3.4G","87-021","","40MHz","3.4GHz-NR","","0"
"QU-01756_1","R001967978","QU-01756_00001","","1","QI_N34G八幡引野２丁目(仮)_1","3.4G","87-019","","40MHz","3.4GHz-NR","","0"
"QU-01757_1","R001968453","QU-01757_00001","","1","QI_N34G八幡青山３丁目_FY21_NR_1","3.4G","","","40MHz","3.4GHz-NR","","0"
"QU-01757_1","R001968453","QU-01757_00002","","2","QI_N34G八幡青山３丁目_FY21_NR_2","3.4G","","","40MHz","3.4GHz-NR","","0"
"QU-01757_1","R001968453","QU-01757_00003","","3","QI_N34G八幡青山３丁目_FY21_NR_3","3.4G","","","40MHz","3.4GHz-NR","","0"
"QU-01758_1","R001968454","QU-01758_00001","","1","QI_N34G八幡香月西１丁目(仮)_1","3.4G","87-061","","40MHz","3.4GHz-NR","","0"
"QU-01758_1","R001968454","QU-01758_00002","","2","QI_N34G八幡香月西１丁目_FY21_NR_2","3.4G","87-061","","40MHz","3.4GHz-NR","","0"
"QU-01758_1","R001968454","QU-01758_00003","","3","QI_N34G八幡香月西１丁目_FY21_NR_3","3.4G","87-061","","40MHz","3.4GHz-NR","","0"
"QU-01759_1","R001968455","QU-01759_00001","","1","QI_N34G六本松(仮)_1","3.4G","87-031","","40MHz","3.4GHz-NR","","0"
"QU-01759_1","R001968455","QU-01759_00001","","1","QI_L34G六本松_K幹事_FY21_Pre5G_1","3.4G","","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-01759_1","R001968455","QU-01759_00002","","2","QI_N34G六本松(仮)_2","3.4G","87-031","","40MHz","3.4GHz-NR","","0"
"QU-01759_1","R001968455","QU-01759_00002","","2","QI_L34G六本松_K幹事_FY21_Pre5G_2","3.4G","","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-01759_1","R001968455","QU-01759_00003","","3","QI_L34G六本松_K幹事_FY21_Pre5G_3","3.4G","","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-01759_1","R001968455","QU-01759_00003","","3","QI_N34G六本松(仮)_3","3.4G","87-031","","40MHz","3.4GHz-NR","","0"
"QU-01760_1","R001967958","QU-01760_00001","","1","QI_N34G内野(仮)_1","3.4G","87-041","","40MHz","3.4GHz-NR","","0"
"QU-01761_1","R001968456","QU-01761_00001","","1","QI_N34G前原中央(仮)_1","3.4G","87-070","","40MHz","3.4GHz-NR","","0"
"QU-01761_1","R001968456","QU-01761_00002","","2","QI_N34G前原中央(仮)_2","3.4G","87-070","","40MHz","3.4GHz-NR","","0"
"QU-01761_1","R001968456","QU-01761_00003","","3","QI_N34G前原中央(仮)_3","3.4G","87-070","","40MHz","3.4GHz-NR","","0"
"QU-01762_1","R001967959","QU-01762_00001","","1","QI_N34G博多駅南４丁目(仮)_1","3.4G","87-028","","40MHz","3.4GHz-NR","","0"
"QU-01762_1","R001967959","QU-01762_00002","","2","QI_N34G博多駅南４丁目(仮)_2","3.4G","87-028","","40MHz","3.4GHz-NR","","0"
"QU-01762_1","R001967959","QU-01762_00003","","3","QI_N34G博多駅南４丁目(仮)_3","3.4G","87-028","","40MHz","3.4GHz-NR","","0"
"QU-01763_1","R001968457","QU-01763_00001","","1","QI_N34G原田(仮)_1","3.4G","87-024","","40MHz","3.4GHz-NR","","0"
"QU-01763_1","R001968457","QU-01763_00002","","2","QI_N34G原田(仮)_2","3.4G","87-024","","40MHz","3.4GHz-NR","","0"
"QU-01763_1","R001968457","QU-01763_00003","","3","QI_N34G原田(仮)_3","3.4G","87-024","","40MHz","3.4GHz-NR","","0"
"QU-01764_1","R001968458","QU-01764_00001","","1","QI_N34G吉塚東(仮)_1","3.4G","87-024","","40MHz","3.4GHz-NR","","0"
"QU-01764_1","R001968458","QU-01764_00002","","2","QI_N34G吉塚東(仮)_2","3.4G","87-024","","40MHz","3.4GHz-NR","","0"
"QU-01764_1","R001968458","QU-01764_00003","","3","QI_N34G吉塚東(仮)_3","3.4G","87-024","","40MHz","3.4GHz-NR","","0"
"QU-01766_1","R001968459","QU-01766_00001","","1","QI_N34G周船寺_FY21_NR_1","3.4G","","","40MHz","3.4GHz-NR","","0"
"QU-01766_1","R001968459","QU-01766_00002","","2","QI_N34G周船寺_FY21_NR_2","3.4G","","","40MHz","3.4GHz-NR","","0"
"QU-01766_1","R001968459","QU-01766_00003","","3","QI_N34G周船寺_FY21_NR_3","3.4G","","","40MHz","3.4GHz-NR","","0"
"QU-01767_1","R001968480","QU-01767_00001","","1","QI_N34G和田_FY21_NR_1","3.4G","","","40MHz","3.4GHz-NR","","0"
"QU-01767_1","R001968480","QU-01767_00002","","2","QI_N34G和田_FY21_NR_2","3.4G","","","40MHz","3.4GHz-NR","","0"
"QU-01767_1","R001968480","QU-01767_00003","","3","QI_N34G和田_FY21_NR_3","3.4G","","","40MHz","3.4GHz-NR","","0"
"QU-01768_1","R001968001","QU-01768_00001","","1","QI_N34G大野城仲畑１丁目(仮)_1","3.4G","87-030","","40MHz","3.4GHz-NR","","0"
"QU-01769_1","R001968004","QU-01769_00001","","1","QI_N34G大野城錦町４丁目Ａ(仮)_1","3.4G","87-030","","40MHz","3.4GHz-NR","","0"
"QU-01769_1","R001968004","QU-01769_00002","","2","QI_N34G大野城錦町４丁目Ａ(仮)_2","3.4G","87-030","","40MHz","3.4GHz-NR","","0"
"QU-01769_1","R001968004","QU-01769_00003","","3","QI_N34G大野城錦町４丁目Ａ(仮)_3","3.4G","87-030","","40MHz","3.4GHz-NR","","0"
"QU-01771_1","R001968006","QU-01771_00001","","1","QI_N34G宗像城西ヶ丘(仮)_1","3.4G","87-068","","40MHz","3.4GHz-NR","","0"
"QU-01772_1","R001968008","QU-01772_00001","","1","QI_N34G宗像徳重１丁目(仮)_1","3.4G","87-068","","40MHz","3.4GHz-NR","","0"
"QU-01773_1","R001968482","QU-01773_00001","","1","QI_N34G宗像朝町平畑(仮)_1","3.4G","87-068","","40MHz","3.4GHz-NR","","0"
"QU-01773_1","R001968482","QU-01773_00002","","2","QI_N34G宗像朝町平畑_FY21_NR_2","3.4G","87-068","","40MHz","3.4GHz-NR","","0"
"QU-01774_1","R001968483","QU-01774_00001","","1","QI_N34G宗像河東(仮)_1","3.4G","87-068","","40MHz","3.4GHz-NR","","0"
"QU-01774_1","R001968483","QU-01774_00002","","2","QI_N34G宗像河東_FY21_NR_2","3.4G","87-068","","40MHz","3.4GHz-NR","","0"
"QU-01775_1","R001968010","QU-01775_00001","","1","QI_N34G宗像河東南(仮)_1","3.4G","87-068","","40MHz","3.4GHz-NR","","0"
"QU-01776_1","R001968012","QU-01776_00001","","1","QI_N34G宗像稲元五丁目(仮)_1","3.4G","87-068","","40MHz","3.4GHz-NR","","0"
"QU-01777_1","R001968015","QU-01777_00001","","1","QI_N34G小倉三郎丸３丁目(仮)_1","3.4G","87-009","","40MHz","3.4GHz-NR","","0"
"QU-01777_1","R001968015","QU-01777_00002","","2","QI_N34G小倉三郎丸３丁目(仮)_2","3.4G","87-009","","40MHz","3.4GHz-NR","","0"
"QU-01777_1","R001968015","QU-01777_00003","","3","QI_N34G小倉三郎丸３丁目(仮)_3","3.4G","87-009","","40MHz","3.4GHz-NR","","0"
"QU-01779_1","R001968017","QU-01779_00001","","1","QI_N34G小倉清水５丁目(仮)_1","3.4G","87-010","","40MHz","3.4GHz-NR","","0"
"QU-01779_1","R001968017","QU-01779_00002","","2","QI_N34G小倉清水５丁目(仮)_2","3.4G","87-010","","40MHz","3.4GHz-NR","","0"
"QU-01779_1","R001968017","QU-01779_00003","","3","QI_N34G小倉清水５丁目(仮)_3","3.4G","87-010","","40MHz","3.4GHz-NR","","0"
"QU-01780_1","R001968485","QU-01780_00001","","1","QI_N34G小倉片野２丁目(仮)_1","3.4G","87-009","","40MHz","3.4GHz-NR","","0"
"QU-01780_1","R001968485","QU-01780_00002","","2","QI_N34G小倉片野２丁目(仮)_2","3.4G","87-009","","40MHz","3.4GHz-NR","","0"
"QU-01780_1","R001968485","QU-01780_00003","","3","QI_N34G小倉片野２丁目(仮)_3","3.4G","87-009","","40MHz","3.4GHz-NR","","0"
"QU-01781_1","R001968486","QU-01781_00001","","1","QI_N34G小倉白銀１丁目(仮)_1","3.4G","87-009","","40MHz","3.4GHz-NR","","0"
"QU-01781_1","R001968486","QU-01781_00002","","2","QI_N34G小倉白銀１丁目(仮)_2","3.4G","87-009","","40MHz","3.4GHz-NR","","0"
"QU-01781_1","R001968486","QU-01781_00003","","3","QI_N34G小倉白銀１丁目(仮)_3","3.4G","87-009","","40MHz","3.4GHz-NR","","0"
"QU-01782_1","R001968487","QU-01782_00001","","1","QI_N34G小倉若園４丁目(仮)_1","3.4G","87-015","","40MHz","3.4GHz-NR","","0"
"QU-01782_1","R001968487","QU-01782_00002","","2","QI_N34G小倉若園４丁目(仮)_2","3.4G","87-015","","40MHz","3.4GHz-NR","","0"
"QU-01782_1","R001968487","QU-01782_00003","","3","QI_N34G小倉若園４丁目(仮)_3","3.4G","87-015","","40MHz","3.4GHz-NR","","0"
"QU-01783_1","R001968018","QU-01783_00001","","1","QI_N34G小倉高峰町(仮)_1","3.4G","87-010","","40MHz","3.4GHz-NR","","0"
"QU-01783_1","R001968018","QU-01783_00002","","2","QI_N34G小倉高峰町(仮)_2","3.4G","87-010","","40MHz","3.4GHz-NR","","0"
"QU-01783_1","R001968018","QU-01783_00003","","3","QI_N34G小倉高峰町(仮)_3","3.4G","87-010","","40MHz","3.4GHz-NR","","0"
"QU-01784_1","R001968488","QU-01784_00001","","1","QI_N34G志免(仮)_1","3.4G","87-074","","40MHz","3.4GHz-NR","","0"
"QU-01784_1","R001968488","QU-01784_00002","","2","QI_N34G志免_FY21_NR_2","3.4G","87-074","","40MHz","3.4GHz-NR","","0"
"QU-01784_1","R001968488","QU-01784_00003","","3","QI_N34G志免_FY21_NR_3","3.4G","87-074","","40MHz","3.4GHz-NR","","0"
"QU-01785_1","R001968019","QU-01785_00001","","1","QI_N34G志免別府(仮)_1","3.4G","87-074","","40MHz","3.4GHz-NR","","0"
"QU-01785_1","R001968019","QU-01785_00002","","2","QI_N34G志免別府(仮)_2","3.4G","87-074","","40MHz","3.4GHz-NR","","0"
"QU-01785_1","R001968019","QU-01785_00003","","3","QI_N34G志免別府(仮)_3","3.4G","87-074","","40MHz","3.4GHz-NR","","0"
"QU-01786_1","R001968020","QU-01786_00001","","1","QI_N34G志免別府中央(仮)_1","3.4G","87-074","","40MHz","3.4GHz-NR","","0"
"QU-01787_1","R001968489","QU-01787_00001","","1","QI_N34G志免御手洗_FY21_NR_1","3.4G","","","40MHz","3.4GHz-NR","","0"
"QU-01787_1","R001968489","QU-01787_00002","","2","QI_N34G志免御手洗_FY21_NR_2","3.4G","","","40MHz","3.4GHz-NR","","0"
"QU-01787_1","R001968489","QU-01787_00003","","3","QI_N34G志免御手洗_FY21_NR_3","3.4G","","","40MHz","3.4GHz-NR","","0"
"QU-01788_1","R001968021","QU-01788_00001","","1","QI_N34G志免１丁目(仮)_1","3.4G","87-074","","40MHz","3.4GHz-NR","","0"
"QU-01789_1","R001968490","QU-01789_00001","","1","QI_N34G新飯塚南(仮)_1","3.4G","87-051","","40MHz","3.4GHz-NR","","0"
"QU-01789_1","R001968490","QU-01789_00002","","2","QI_N34G新飯塚南(仮)_2","3.4G","87-051","","40MHz","3.4GHz-NR","","0"
"QU-01789_1","R001968490","QU-01789_00003","","3","QI_N34G新飯塚南(仮)_3","3.4G","87-051","","40MHz","3.4GHz-NR","","0"
"QU-01790_1","R001968491","QU-01790_00001","","1","QI_N34G春日公園８丁目(仮)_1","3.4G","87-030","","40MHz","3.4GHz-NR","","0"
"QU-01790_1","R001968491","QU-01790_00002","","2","QI_N34G春日公園８丁目(仮)_2","3.4G","87-030","","40MHz","3.4GHz-NR","","0"
"QU-01790_1","R001968491","QU-01790_00003","","3","QI_N34G春日公園８丁目(仮)_3","3.4G","87-030","","40MHz","3.4GHz-NR","","0"
"QU-01791_1","R001967985","QU-01791_00001","","1","QI_N34G柏の森(仮)_1","3.4G","87-051","","40MHz","3.4GHz-NR","","0"
"QU-01791_1","R001967985","QU-01791_00002","","2","QI_N34G柏の森(仮)_2","3.4G","87-051","","40MHz","3.4GHz-NR","","0"
"QU-01791_1","R001967985","QU-01791_00003","","3","QI_N34G柏の森(仮)_3","3.4G","87-051","","40MHz","3.4GHz-NR","","0"
"QU-01794_1","R001968470","QU-01794_00001","","1","QI_N34G桧原_FY21_NR_1","3.4G","","","40MHz","3.4GHz-NR","","0"
"QU-01794_1","R001968470","QU-01794_00002","","2","QI_N34G桧原_FY21_NR_2","3.4G","","","40MHz","3.4GHz-NR","","0"
"QU-01794_1","R001968470","QU-01794_00003","","3","QI_N34G桧原_FY21_NR_3","3.4G","","","40MHz","3.4GHz-NR","","0"
"QU-01797_1","R001968024","QU-01797_00001","","1","QI_N34G福岡上牟田１丁目(仮)_1","3.4G","87-028","","40MHz","3.4GHz-NR","","0"
"QU-01797_1","R001968024","QU-01797_00002","","2","QI_N34G福岡上牟田１丁目(仮)_2","3.4G","87-028","","40MHz","3.4GHz-NR","","0"
"QU-01797_1","R001968024","QU-01797_00003","","3","QI_N34G福岡上牟田１丁目(仮)_3","3.4G","87-028","","40MHz","3.4GHz-NR","","0"
"QU-01798_1","R001968026","QU-01798_00001","","1","QI_N34G福岡井尻４丁目(仮)_1","3.4G","87-030","","40MHz","3.4GHz-NR","","0"
"QU-01798_1","R001968026","QU-01798_00002","","2","QI_N34G福岡井尻４丁目(仮)_2","3.4G","87-030","","40MHz","3.4GHz-NR","","0"
"QU-01799_1","R001967990","QU-01799_00001","","1","QI_N34G福岡今川２丁目(仮)_1","3.4G","87-031","","40MHz","3.4GHz-NR","","0"
"QU-01799_1","R001967990","QU-01799_00002","","2","QI_N34G福岡今川２丁目(仮)_2","3.4G","87-031","","40MHz","3.4GHz-NR","","0"
"QU-01799_1","R001967990","QU-01799_00003","","3","QI_N34G福岡今川２丁目(仮)_3","3.4G","87-031","","40MHz","3.4GHz-NR","","0"
"QU-01800_1","R001968471","QU-01800_00001","","1","QI_N34G福岡南庄３丁目_FY21_NR_1","3.4G","","","40MHz","3.4GHz-NR","","0"
"QU-01800_1","R001968471","QU-01800_00002","","2","QI_N34G福岡南庄３丁目_FY21_NR_2","3.4G","","","40MHz","3.4GHz-NR","","0"
"QU-01800_1","R001968471","QU-01800_00003","","3","QI_N34G福岡南庄３丁目_FY21_NR_3","3.4G","","","40MHz","3.4GHz-NR","","0"
"QU-01801_1","R001967993","QU-01801_00001","","1","QI_N34G福岡南片江２丁目(仮)_1","3.4G","87-039","","40MHz","3.4GHz-NR","","0"
"QU-01802_1","R001968472","QU-01802_00001","","1","QI_N34G福岡向野１丁目(仮)_1","3.4G","87-033","","40MHz","3.4GHz-NR","","0"
"QU-01802_1","R001968472","QU-01802_00002","","2","QI_N34G福岡向野１丁目(仮)_2","3.4G","87-033","","40MHz","3.4GHz-NR","","0"
"QU-01802_1","R001968472","QU-01802_00003","","3","QI_N34G福岡向野１丁目(仮)_3","3.4G","87-033","","40MHz","3.4GHz-NR","","0"
"QU-01805_1","R001968474","QU-01805_00001","","1","QI_N34G福岡大学(仮)_1","3.4G","87-039","","40MHz","3.4GHz-NR","","0"
"QU-01805_1","R001968474","QU-01805_00002","","2","QI_N34G福岡大学(仮)_2","3.4G","87-039","","40MHz","3.4GHz-NR","","0"
"QU-01805_1","R001968474","QU-01805_00003","","3","QI_N34G福岡大学(仮)_3","3.4G","87-039","","40MHz","3.4GHz-NR","","0"
"QU-01808_1","R001968475","QU-01808_00001","","1","QI_N34G福岡大池１丁目(仮)_1","3.4G","87-033","","40MHz","3.4GHz-NR","","0"
